PRIMARY_COM_NAME;SCI_NAME
White-starred Robin;Pogonocichla stellata
Swynnerton's Robin;Swynnertonia swynnertoni
Swynnerton's Robin (Udzungwa);Swynnertonia swynnertoni rodgersi
Swynnerton's Robin (Swynnerton's);Swynnertonia swynnertoni swynnertoni
Brown-chested Alethe;Chamaetylas poliocephala
Brown-chested Alethe (Gray-headed);Chamaetylas poliocephala poliocephala
Brown-chested Alethe (Gabela);Chamaetylas poliocephala hallae
Brown-chested Alethe (Chestnut-backed);Chamaetylas poliocephala compsonota
Brown-chested Alethe (Brown-chested);Chamaetylas poliocephala [carruthersi Group]
Red-throated Alethe;Chamaetylas poliophrys
Thyolo Alethe;Chamaetylas choloensis
White-chested Alethe;Chamaetylas fuelleborni
Olive-backed Forest Robin;Stiphrornis pyrrholaemus
Orange-breasted Forest Robin;Stiphrornis erythrothorax
Yellow-breasted Forest Robin;Stiphrornis mabirae
forest robin sp.;Stiphrornis sp.
Gray-winged Robin-Chat;Sheppardia polioptera
Gray-winged Robin-Chat (Black-capped);Sheppardia polioptera nigriceps/tessmanni
Gray-winged Robin-Chat (Gray-winged);Sheppardia polioptera polioptera
Short-tailed Akalat;Sheppardia poensis
Short-tailed Akalat (Grant's);Sheppardia poensis granti
Short-tailed Akalat (Bioko);Sheppardia poensis poensis
Short-tailed Akalat (Short-tailed);Sheppardia poensis [kungwensis Group]
Bocage's Akalat;Sheppardia bocagei
Lowland Akalat;Sheppardia cyornithopsis
Equatorial Akalat;Sheppardia aequatorialis
Sharpe's Akalat;Sheppardia sharpei
East Coast Akalat;Sheppardia gunningi
East Coast Akalat (East Coast);Sheppardia gunningi sokokensis
East Coast Akalat (Montane);Sheppardia gunningi alticola
East Coast Akalat (Benson's);Sheppardia gunningi bensoni
East Coast Akalat (Gunning's);Sheppardia gunningi gunningi
Gabela Akalat;Sheppardia gabela
Usambara Akalat;Sheppardia montana
Iringa Akalat;Sheppardia lowei
Rubeho Akalat;Sheppardia aurantiithorax
Bagobo Robin;Leonardina woodi
Eyebrowed Jungle Flycatcher;Vauriella gularis
Rusty-flanked Jungle Flycatcher;Vauriella insignis
Negros Jungle Flycatcher;Vauriella albigularis
Mindanao Jungle Flycatcher;Vauriella goodfellowi
Great Shortwing;Heinrichia calligyna
Great Shortwing (Minahasa);Heinrichia calligyna simplex
Great Shortwing (Great);Heinrichia calligyna calligyna/picta
Rusty-bellied Shortwing;Brachypteryx hyperythra
Lesser Shortwing;Brachypteryx leucophris
Himalayan Shortwing;Brachypteryx cruralis
Chinese Shortwing;Brachypteryx sinensis
Himalayan/Chinese Shortwing;Brachypteryx cruralis/sinensis
Taiwan Shortwing;Brachypteryx goodfellowi
Philippine Shortwing;Brachypteryx poliogyna
Bornean Shortwing;Brachypteryx erythrogyna
Sumatran Shortwing;Brachypteryx saturata
Javan Shortwing;Brachypteryx montana
Flores Shortwing;Brachypteryx floris
Mindanao Shortwing (undescribed form);Brachypteryx [undescribed submontane Mindanao form]
Brachypteryx sp.;Brachypteryx sp.
Gould's Shortwing;Heteroxenicus stellatus
Rufous-tailed Robin;Larvivora sibilans
Rufous-headed Robin;Larvivora ruficeps
Japanese Robin;Larvivora akahige
Izu Robin;Larvivora tanensis
Japanese/Izu Robin;Larvivora akahige/tanensis
Ryukyu Robin;Larvivora komadori
Okinawa Robin;Larvivora namiyei
Ryukyu/Okinawa Robin;Larvivora komadori/namiyei
Indian Blue Robin;Larvivora brunnea
Siberian Blue Robin;Larvivora cyane
White-throated Robin;Irania gutturalis
Thrush Nightingale;Luscinia luscinia
Common Nightingale;Luscinia megarhynchos
Common Nightingale (megarhynchos/africana);Luscinia megarhynchos megarhynchos/africana
Common Nightingale (golzii);Luscinia megarhynchos golzii
Thrush x Common Nightingale (hybrid);Luscinia luscinia x megarhynchos
Thrush/Common Nightingale;Luscinia luscinia/megarhynchos
White-bellied Redstart;Luscinia phaenicuroides
Bluethroat;Luscinia svecica
Bluethroat (Red-spotted);Luscinia svecica [svecica Group]
Bluethroat (Iberian);Luscinia svecica azuricollis
Bluethroat (White-spotted);Luscinia svecica cyanecula/namnetum
Bluethroat (Caucasian);Luscinia svecica magna
Sri Lanka Whistling-Thrush;Myophonus blighi
Shiny Whistling-Thrush;Myophonus melanurus
Javan Whistling-Thrush;Myophonus glaucinus
Sumatran Whistling-Thrush;Myophonus castaneus
Bornean Whistling-Thrush;Myophonus borneensis
Malayan Whistling-Thrush;Myophonus robinsoni
Malabar Whistling-Thrush;Myophonus horsfieldii
Taiwan Whistling-Thrush;Myophonus insularis
Blue Whistling-Thrush;Myophonus caeruleus
Blue Whistling-Thrush (Black-billed);Myophonus caeruleus caeruleus
Blue Whistling-Thrush (Yellow-billed);Myophonus caeruleus [flavirostris Group]
whistling-thrush sp.;Myophonus sp.
Little Forktail;Enicurus scouleri
White-crowned Forktail;Enicurus leschenaulti
White-crowned Forktail (Northern);Enicurus leschenaulti sinensis/indicus
White-crowned Forktail (Malaysian);Enicurus leschenaulti frontalis/chaseni
White-crowned Forktail (Javan);Enicurus leschenaulti leschenaulti
Bornean Forktail;Enicurus borneensis
White-crowned/Bornean Forktail;Enicurus leschenaulti/borneensis
Spotted Forktail;Enicurus maculatus
Sunda Forktail;Enicurus velatus
Chestnut-naped Forktail;Enicurus ruficapillus
Black-backed Forktail;Enicurus immaculatus
Slaty-backed Forktail;Enicurus schistaceus
forktail sp.;Enicurus sp.
Firethroat;Calliope pectardens
Blackthroat;Calliope obscura
Firethroat/Blackthroat;Calliope pectardens/obscura
Siberian Rubythroat;Calliope calliope
Himalayan Rubythroat;Calliope pectoralis
Chinese Rubythroat;Calliope tschebaiewi
Himalayan/Chinese Rubythroat (White-tailed Rubythroat);Calliope pectoralis/tschebaiewi
White-tailed Robin;Myiomela leucura
White-tailed Robin (White-tailed);Myiomela leucura leucura/montium
White-tailed Robin (Cambodian);Myiomela leucura cambodiana
Sumatran Robin;Myiomela sumatrana
Javan Robin;Myiomela diana
Blue-fronted Robin;Cinclidium frontale
Red-flanked Bluetail;Tarsiger cyanurus
Qilian Bluetail;Tarsiger albocoeruleus
Red-flanked/Qilian Bluetail;Tarsiger cyanurus/albocoeruleus
Himalayan Bluetail;Tarsiger rufilatus
Red-flanked/Himalayan Bluetail;Tarsiger cyanurus/rufilatus
Rufous-breasted Bush-Robin;Tarsiger hyperythrus
White-browed Bush-Robin;Tarsiger indicus
Taiwan Bush-Robin;Tarsiger formosanus
Golden Bush-Robin;Tarsiger chrysaeus
Collared Bush-Robin;Tarsiger johnstoniae
Taiwan/Collared Bush-Robin;Tarsiger formosanus/johnstoniae
Tarsiger sp.;Tarsiger sp.
Yellow-rumped Flycatcher;Ficedula zanthopygia
Green-backed Flycatcher;Ficedula elisae
Narcissus Flycatcher;Ficedula narcissina
Ryukyu Flycatcher;Ficedula owstoni
Yellow-rumped/Green-backed/Narcissus/Ryukyu Flycatcher;Ficedula zanthopygia/elisae/narcissina/owstoni
Narcissus/Ryukyu Flycatcher;Ficedula narcissina/owstoni
Mugimaki Flycatcher;Ficedula mugimaki
Slaty-backed Flycatcher;Ficedula erithacus
Black-and-orange Flycatcher;Ficedula nigrorufa
Slaty-blue Flycatcher;Ficedula tricolor
Snowy-browed Flycatcher;Ficedula hyperythra
Pygmy Flycatcher;Ficedula hodgsoni
Rufous-gorgeted Flycatcher;Ficedula strophiata
Sapphire Flycatcher;Ficedula sapphira
Little Pied Flycatcher;Ficedula westermanni
Ultramarine Flycatcher;Ficedula superciliaris
Ultramarine Flycatcher (Eyebrowed);Ficedula superciliaris superciliaris
Ultramarine Flycatcher (Eastern);Ficedula superciliaris aestigma
Rusty-tailed Flycatcher;Ficedula ruficauda
Taiga Flycatcher;Ficedula albicilla
Kashmir Flycatcher;Ficedula subrubra
Red-breasted Flycatcher;Ficedula parva
Taiga/Red-breasted Flycatcher;Ficedula albicilla/parva
Semicollared Flycatcher;Ficedula semitorquata
European Pied Flycatcher;Ficedula hypoleuca
Semicollared x European Pied Flycatcher (hybrid);Ficedula semitorquata x hypoleuca
Atlas Flycatcher;Ficedula speculigera
European Pied/Atlas Flycatcher;Ficedula hypoleuca/speculigera
Collared Flycatcher;Ficedula albicollis
Semicollared x Collared Flycatcher (hybrid);Ficedula semitorquata x albicollis
European Pied x Collared Flycatcher (hybrid);Ficedula hypoleuca x albicollis
European Pied/Collared Flycatcher;Ficedula hypoleuca/albicollis
European Pied/Collared/Semicollared Flycatcher;Ficedula hypoleuca/albicollis/semitorquata
Tanimbar Flycatcher;Ficedula riedeli
Rufous-chested Flycatcher;Ficedula dumetoria
Palawan Flycatcher;Ficedula platenae
Furtive Flycatcher;Ficedula disposita
Rufous-throated Flycatcher;Ficedula rufigula
Damar Flycatcher;Ficedula henrici
Cinnamon-chested Flycatcher;Ficedula buruensis
Lompobattang Flycatcher;Ficedula bonthaina
Sumba Flycatcher;Ficedula harterti
Black-banded Flycatcher;Ficedula timorensis
Little Slaty Flycatcher;Ficedula basilanica
Little Slaty Flycatcher (samarensis);Ficedula basilanica samarensis
Little Slaty Flycatcher (basilanica);Ficedula basilanica basilanica
Cryptic Flycatcher;Ficedula crypta
Bundok Flycatcher;Ficedula luzoniensis
Ficedula sp.;Ficedula sp.
Blue-fronted Redstart;Phoenicurus frontalis
Plumbeous Redstart;Phoenicurus fuliginosus
Luzon Redstart;Phoenicurus bicolor
Rufous-backed Redstart;Phoenicurus erythronotus
White-capped Redstart;Phoenicurus leucocephalus
Ala Shan Redstart;Phoenicurus alaschanicus
Blue-capped Redstart;Phoenicurus coeruleocephala
Moussier's Redstart;Phoenicurus moussieri
Common Redstart;Phoenicurus phoenicurus
Common Redstart (Common);Phoenicurus phoenicurus phoenicurus
Common Redstart (Ehrenberg's);Phoenicurus phoenicurus samamisicus
Hodgson's Redstart;Phoenicurus hodgsoni
White-throated Redstart;Phoenicurus schisticeps
White-winged Redstart;Phoenicurus erythrogastrus
Black Redstart;Phoenicurus ochruros
Black Redstart (Western);Phoenicurus ochruros gibraltariensis/aterrimus
Black Redstart (Eastern);Phoenicurus ochruros [ochruros Group]
Common x Black Redstart (hybrid);Phoenicurus phoenicurus x ochruros
Common/Black Redstart;Phoenicurus phoenicurus/ochruros
Daurian Redstart;Phoenicurus auroreus
redstart sp.;Phoenicurus sp.
Little Rock-Thrush;Monticola rufocinereus
Chestnut-bellied Rock-Thrush;Monticola rufiventris
White-throated Rock-Thrush;Monticola gularis
Blue-capped Rock-Thrush;Monticola cinclorhyncha
Short-toed Rock-Thrush;Monticola brevipes
Short-toed Rock-Thrush (White-crowned);Monticola brevipes brevipes
Short-toed Rock-Thrush (Short-toed);Monticola brevipes pretoriae
Sentinel Rock-Thrush;Monticola explorator
Littoral Rock-Thrush;Monticola imerina
Amber Mountain Rock-Thrush;Monticola erythronotus
Forest Rock-Thrush;Monticola sharpei
Forest Rock-Thrush (Forest);Monticola sharpei sharpei
Forest Rock-Thrush (Benson's);Monticola sharpei bensoni
Rufous-tailed Rock-Thrush;Monticola saxatilis
Blue Rock-Thrush;Monticola solitarius
Blue Rock-Thrush (solitarius/longirostris);Monticola solitarius solitarius/longirostris
Blue Rock-Thrush (pandoo);Monticola solitarius pandoo
Blue Rock-Thrush (philippensis);Monticola solitarius philippensis
Blue Rock-Thrush (pandoo x philippensis);Monticola solitarius pandoo x philippensis
Blue Rock-Thrush (madoci);Monticola solitarius madoci
Miombo Rock-Thrush;Monticola angolensis
Cape Rock-Thrush;Monticola rupestris
White-winged Cliff-Chat;Monticola semirufus
rock-thrush sp.;Monticola sp.
Whinchat;Saxicola rubetra
Common Redstart x Whinchat (hybrid);Phoenicurus phoenicurus x Saxicola rubetra
White-browed Bushchat;Saxicola macrorhynchus
White-throated Bushchat;Saxicola insignis
Fuerteventura Stonechat;Saxicola dacotiae
European Stonechat;Saxicola rubicola
Whinchat/European Stonechat;Saxicola rubetra/rubicola
Siberian Stonechat;Saxicola maurus
Siberian Stonechat (Caspian);Saxicola maurus hemprichii
Siberian Stonechat (Siberian);Saxicola maurus [maurus Group]
Siberian Stonechat (Przevalski's);Saxicola maurus przewalskii
Whinchat x Siberian Stonechat (hybrid);Saxicola rubetra x maurus
White-browed Bushchat/Siberian Stonechat;Saxicola macrorhynchus/maurus
White-throated Bushchat/Siberian Stonechat;Saxicola insignis/maurus
European/Siberian Stonechat;Saxicola rubicola/maurus
Amur Stonechat;Saxicola stejnegeri
Siberian/Amur Stonechat;Saxicola maurus/stejnegeri
African Stonechat;Saxicola torquatus
African Stonechat (African);Saxicola torquatus [torquatus Group]
African Stonechat (Ethiopian);Saxicola torquatus albofasciatus
African Stonechat (Madagascar);Saxicola torquatus sibilla
Reunion Stonechat;Saxicola tectes
White-tailed Stonechat;Saxicola leucurus
Siberian/White-tailed Stonechat;Saxicola maurus/leucurus
Pied Bushchat;Saxicola caprata
Jerdon's Bushchat;Saxicola jerdoni
Gray Bushchat;Saxicola ferreus
Timor Bushchat;Saxicola gutturalis
Saxicola sp.;Saxicola sp.
Buff-streaked Chat;Campicoloides bifasciatus
Sickle-winged Chat;Emarginata sinuata
Karoo Chat;Emarginata schlegelii
Tractrac Chat;Emarginata tractrac
Moorland Chat;Pinarochroa sordida
Moorland Chat (Abyssinian);Pinarochroa sordida sordida
Moorland Chat (Mt. Kenya);Pinarochroa sordida ernesti
Moorland Chat (Ngorongoro);Pinarochroa sordida olimotiensis
Moorland Chat (Mt. Kilimanjaro);Pinarochroa sordida hypospodia
Mocking Cliff-Chat;Thamnolaea cinnamomeiventris
Sooty Chat;Myrmecocichla nigra
Northern Anteater-Chat;Myrmecocichla aethiops
Southern Anteater-Chat;Myrmecocichla formicivora
Congo Moor Chat;Myrmecocichla tholloni
Mountain Chat;Myrmecocichla monticola
Rüppell's Chat;Myrmecocichla melaena
Arnot's Chat;Myrmecocichla arnotti
Arnot's Chat (Angola);Myrmecocichla arnotti harterti
Arnot's Chat (Arnot's);Myrmecocichla arnotti arnotti
Arnot's Chat (Ruaha);Myrmecocichla arnotti collaris
Northern Wheatear;Oenanthe oenanthe
Northern Wheatear (Greenland);Oenanthe oenanthe leucorhoa
Northern Wheatear (Eurasian);Oenanthe oenanthe oenanthe/libanotica
Atlas Wheatear;Oenanthe seebohmi
Northern/Atlas Wheatear;Oenanthe oenanthe/seebohmi
Capped Wheatear;Oenanthe pileata
Buff-breasted Wheatear;Oenanthe bottae
Rusty-breasted Wheatear;Oenanthe frenata
Isabelline Wheatear;Oenanthe isabellina
Heuglin's Wheatear;Oenanthe heuglinii
Hooded Wheatear;Oenanthe monacha
Desert Wheatear;Oenanthe deserti
Western Black-eared Wheatear;Oenanthe hispanica
Cyprus Wheatear;Oenanthe cypriaca
Eastern Black-eared Wheatear;Oenanthe melanoleuca
Northern/Western Black-eared/Eastern Black-eared Wheatear;Oenanthe oenanthe/hispanica/melanoleuca
Western/Eastern Black-eared Wheatear;Oenanthe hispanica/melanoleuca
Pied Wheatear;Oenanthe pleschanka
Pied Wheatear (vittata);Oenanthe pleschanka (vittata form)
Eastern Black-eared x Pied Wheatear (hybrid);Oenanthe melanoleuca x pleschanka
Cyprus/Pied Wheatear;Oenanthe cypriaca/pleschanka
Eastern Black-eared/Pied Wheatear;Oenanthe melanoleuca/pleschanka
White-fronted Black-Chat;Oenanthe albifrons
Somali Wheatear;Oenanthe phillipsi
Red-rumped Wheatear;Oenanthe moesta
Blackstart;Oenanthe melanura
Familiar Chat;Oenanthe familiaris
Sickle-winged/Familiar Chat;Emarginata sinuata/Oenanthe familiaris
Sombre Rock Chat;Oenanthe dubia
Brown-tailed Chat;Oenanthe scotocerca
Brown-tailed Chat (Brown-tailed);Oenanthe scotocerca [scotocerca Group]
Brown-tailed Chat (Pale);Oenanthe scotocerca spectatrix/validior
Brown Rock Chat;Oenanthe fusca
Variable Wheatear;Oenanthe picata
Variable Wheatear (Blyth's);Oenanthe picata picata
Variable Wheatear (Gould's);Oenanthe picata capistrata
Variable Wheatear (Strickland's);Oenanthe picata opistholeuca
Black Wheatear;Oenanthe leucura
Hume's Wheatear;Oenanthe albonigra
White-crowned Wheatear;Oenanthe leucopyga
Arabian Wheatear;Oenanthe lugentoides
Abyssinian Wheatear;Oenanthe lugubris
Finsch's Wheatear;Oenanthe finschii
Mourning Wheatear;Oenanthe lugens
Mourning Wheatear (Mourning);Oenanthe lugens lugens/persica
Mourning Wheatear (Maghreb);Oenanthe lugens halophila
Mourning Wheatear (Basalt);Oenanthe lugens warriae
Arabian/Mourning Wheatear;Oenanthe lugentoides/lugens
Kurdish Wheatear;Oenanthe xanthoprymna
Persian Wheatear;Oenanthe chrysopygia
Kurdish/Persian Wheatear (Red-tailed Wheatear);Oenanthe xanthoprymna/chrysopygia
wheatear sp.;Oenanthe sp.
muscicapid sp.;Muscicapidae sp.
Bohemian Waxwing;Bombycilla garrulus
Cedar Waxwing;Bombycilla cedrorum
Bohemian x Cedar Waxwing (hybrid);Bombycilla garrulus x cedrorum
Bohemian/Cedar Waxwing;Bombycilla garrulus/cedrorum
Japanese Waxwing;Bombycilla japonica
Bohemian/Japanese Waxwing;Bombycilla garrulus/japonica
Kauai Oo;Moho braccatus
Oahu Oo;Moho apicalis
Bishop's Oo;Moho bishopi
Hawaii Oo;Moho nobilis
Kioea;Chaetoptila angustipluma
Black-and-yellow Silky-flycatcher;Phainoptila melanoxantha
Gray Silky-flycatcher;Ptiliogonys cinereus
Long-tailed Silky-flycatcher;Ptiliogonys caudatus
Phainopepla;Phainopepla nitens
Palmchat;Dulus dominicus
Hylocitrea;Hylocitrea bonensis
Hylocitrea (Northern);Hylocitrea bonensis bonensis
Hylocitrea (Southern);Hylocitrea bonensis bonthaina
Hypocolius;Hypocolius ampelinus
Gurney's Sugarbird;Promerops gurneyi
Cape Sugarbird;Promerops cafer
Spot-throat;Modulatrix stictigula
Dapple-throat;Arcanator orostruthus
Gray-chested Babbler;Kakamega poliothorax
Yellow-breasted Flowerpecker;Prionochilus maculatus
Crimson-breasted Flowerpecker;Prionochilus percussus
Palawan Flowerpecker;Prionochilus plateni
Yellow-rumped Flowerpecker;Prionochilus xanthopygius
Scarlet-breasted Flowerpecker;Prionochilus thoracicus
Prionochilus sp.;Prionochilus sp.
Olive-backed Flowerpecker;Pachyglossa olivacea
Olive-backed Flowerpecker (Luzon);Pachyglossa olivacea parsonsi
Olive-backed Flowerpecker (Mindanao);Pachyglossa olivacea olivacea/samarensis
Thick-billed Flowerpecker;Pachyglossa agilis
Thick-billed Flowerpecker (Indian);Pachyglossa agilis agilis/zeylonica
Thick-billed Flowerpecker (obsoleta Group);Pachyglossa agilis [obsoleta Group]
Thick-billed Flowerpecker (Striped);Pachyglossa agilis [aeruginosa Group]
Brown-backed Flowerpecker;Pachyglossa everetti
Whiskered Flowerpecker;Pachyglossa propria
Yellow-vented Flowerpecker;Pachyglossa chrysorrhea
Yellow-bellied Flowerpecker;Pachyglossa melanozantha
White-throated Flowerpecker;Pachyglossa vincens
Spectacled Flowerpecker;Dicaeum dayakorum
Golden-rumped Flowerpecker;Dicaeum annae
Yellow-sided Flowerpecker;Dicaeum aureolimbatum
Olive-capped Flowerpecker;Dicaeum nigrilore
Yellow-crowned Flowerpecker;Dicaeum anthonyi
Flame-crowned Flowerpecker;Dicaeum kampalili
Bicolored Flowerpecker;Dicaeum bicolor
Cebu Flowerpecker;Dicaeum quadricolor
Red-keeled Flowerpecker;Dicaeum australe
Black-belted Flowerpecker;Dicaeum haematostictum
Scarlet-collared Flowerpecker;Dicaeum retrocinctum
Orange-bellied Flowerpecker;Dicaeum trigonostigma
Orange-bellied Flowerpecker (Orange-bellied);Dicaeum trigonostigma [trigonostigma Group]
Orange-bellied Flowerpecker (Orange-breasted);Dicaeum trigonostigma xanthopygium/dorsale
Orange-bellied Flowerpecker (Sibuyan);Dicaeum trigonostigma [sibuyanicum Group]
Orange-bellied Flowerpecker (Gray-throated);Dicaeum trigonostigma [cinereigulare Group]
Orange-bellied Flowerpecker (Sulu);Dicaeum trigonostigma sibutuense/assimile
